Seq. Name	Seq. Description	Seq. Length	#Hits	min. eValue	mean Similarity
contig03286	---NA---	132	0		
contig03287	---NA---	239	0		
contig03288	psd4_human ame: full=ph and sec7 domain-containing protein 4 ame: full=exchange factor for adp-ribosylation factor guanine nucleotide factor 6 b short=exchange factor for arf6 b ame: full=pleckstrin homology and sec7 domain-containing protein 4 ame: full=telomeric of interleukin-1 cluster protein	2141	5	0	70.20%
contig03290	---NA---	343	0		
contig03291	psd4_human ame: full=ph and sec7 domain-containing protein 4 ame: full=exchange factor for adp-ribosylation factor guanine nucleotide factor 6 b short=exchange factor for arf6 b ame: full=pleckstrin homology and sec7 domain-containing protein 4 ame: full=telomeric of interleukin-1 cluster protein	397	5	3.61E-73	74.20%
contig03292	---NA---	466	0		
contig03293	psd4_human ame: full=ph and sec7 domain-containing protein 4 ame: full=exchange factor for adp-ribosylation factor guanine nucleotide factor 6 b short=exchange factor for arf6 b ame: full=pleckstrin homology and sec7 domain-containing protein 4 ame: full=telomeric of interleukin-1 cluster protein	951	5	9.11E-81	72.80%
contig03295	---NA---	1131	0		
contig03296	---NA---	213	0		
contig03297	---NA---	159	0		
contig03298	anks3_rat ame: full=ankyrin repeat and sam domain-containing protein 3	684	5	1.54E-132	77.40%
contig03300	anks3_human ame: full=ankyrin repeat and sam domain-containing protein 3	292	3	1.37E-50	91.00%
contig03301	---NA---	633	0		
contig03302	anks3_mouse ame: full=ankyrin repeat and sam domain-containing protein 3	405	3	2.05E-44	74.00%
contig03303	---NA---	742	0		
contig03304	anks3_mouse ame: full=ankyrin repeat and sam domain-containing protein 3	1882	5	1.78E-108	89.80%
contig03306	sdos_human ame: full=protein syndesmos ame: full=nudt16-like protein 1	460	5	1.35E-84	84.00%
contig03308	---NA---	206	0		
contig03309	opla_human ame: full=5-oxoprolinase ame: full=5-oxo-l-prolinase short=5-opase ame: full=pyroglutamase	2241	5	0	91.00%
contig03310	opla_mouse ame: full=5-oxoprolinase ame: full=5-oxo-l-prolinase short=5-opase ame: full=pyroglutamase	153	5	1.37E-23	87.80%
contig03311	---NA---	660	0		
contig03312	opla_human ame: full=5-oxoprolinase ame: full=5-oxo-l-prolinase short=5-opase ame: full=pyroglutamase	1470	5	0	93.40%
contig03313	---NA---	166	0		
contig03314	nsma2_mouse ame: full=sphingomyelin phosphodiesterase 3 ame: full=neutral sphingomyelinase 2 short=nsmase-2 short=nsmase2 ame: full=neutral sphingomyelinase ii	563	3	3.60E-09	53.67%
contig03315	nsma2_rat ame: full=sphingomyelin phosphodiesterase 3 ame: full=confluent 3y1 cell-associated protein 1 ame: full=neutral sphingomyelinase 2 short=nsmase-2 short=nsmase2 ame: full=neutral sphingomyelinase ii	304	3	2.24E-13	56.00%
contig03316	nsma2_human ame: full=sphingomyelin phosphodiesterase 3 ame: full=neutral sphingomyelinase 2 short=nsmase-2 short=nsmase2 ame: full=neutral sphingomyelinase ii	461	3	3.35E-19	50.33%
contig03317	---NA---	238	0		
contig03318	---NA---	164	0		
contig03319	---NA---	307	0		
contig03320	---NA---	1714	0		
contig03322	fcrl5_human ame: full=fc receptor-like protein 5 short= -like protein 5 short= 5 ame: full=bxmas1 ame: full=fc receptor homolog 5 short= 5 ame: full=immune receptor translocation-associated protein 2 ame: cd_antigen=cd307e flags: precursor	228	2	6.54E-23	72.50%
contig03323	---NA---	580	0		
contig03324	fcrl3_human ame: full=fc receptor-like protein 3 short= -like protein 3 short= 3 ame: full=fc receptor homolog 3 short= 3 ame: full=ifgp family protein 3 short=hifgp3 ame: full=immune receptor translocation-associated protein 3 ame: full=sh2 domain-containing phosphatase anchor protein 2 ame: cd_antigen=cd307c flags: precursor	278	5	3.09E-39	80.40%
contig03325	fcrl1_human ame: full=fc receptor-like protein 1 short= -like protein 1 short= 1 ame: full=fc receptor homolog 1 short= 1 ame: full=ifgp family protein 1 short=hifgp1 ame: full=immune receptor translocation-associated protein 5 ame: cd_antigen=cd307a flags: precursor	279	5	1.19E-32	81.80%
contig03326	fcrl5_mouse ame: full=fc receptor-like protein 5 short= -like protein 5 short= 5 ame: full=bxmas1-like protein 2 short=mbxmh2 ame: full=fc receptor homolog 3 short= 3 short=mo 3 ame: cd_antigen=cd307e flags: precursor	1341	5	5.63E-110	58.80%
contig03327	---NA---	363	0		
contig03328	---NA---	304	0		
contig03329	---NA---	1437	0		
contig03330	---NA---	200	0		
contig03331	k1468_mouse ame: full= domain and heat repeat-containing protein kiaa1468	595	4	1.86E-121	88.75%
contig03333	k1468_human ame: full= domain and heat repeat-containing protein kiaa1468	1805	4	0	93.50%
contig03335	---NA---	515	0		
contig03337	---NA---	210	0		
contig03338	k1468_human ame: full= domain and heat repeat-containing protein kiaa1468	205	4	1.48E-39	98.50%
contig03339	k1468_human ame: full= domain and heat repeat-containing protein kiaa1468	1804	4	4.32E-77	96.50%
contig03340	---NA---	895	0		
contig03341	---NA---	137	0		
contig03342	akp8l_human ame: full=a-kinase anchor protein 8-like short=akap8-like protein ame: full=helicase a-binding protein 95 short=hap95 ame: full=homologous to akap95 protein short=ha95 ame: full=neighbor of a-kinase-anchoring protein 95 short=neighbor of akap95	388	2	1.49E-36	95.00%
contig03343	akp8l_human ame: full=a-kinase anchor protein 8-like short=akap8-like protein ame: full=helicase a-binding protein 95 short=hap95 ame: full=homologous to akap95 protein short=ha95 ame: full=neighbor of a-kinase-anchoring protein 95 short=neighbor of akap95	763	2	2.38E-124	97.00%
contig03344	---NA---	389	0		
contig03345	---NA---	446	0		
contig03346	---NA---	110	0		
contig03348	---NA---	772	0		
contig03349	akp8l_human ame: full=a-kinase anchor protein 8-like short=akap8-like protein ame: full=helicase a-binding protein 95 short=hap95 ame: full=homologous to akap95 protein short=ha95 ame: full=neighbor of a-kinase-anchoring protein 95 short=neighbor of akap95	927	5	2.63E-112	81.80%
contig03350	akp8l_human ame: full=a-kinase anchor protein 8-like short=akap8-like protein ame: full=helicase a-binding protein 95 short=hap95 ame: full=homologous to akap95 protein short=ha95 ame: full=neighbor of a-kinase-anchoring protein 95 short=neighbor of akap95	285	2	8.70E-22	96.00%
contig03352	---NA---	547	0		
contig03353	trm2a_human ame: full=trna (uracil-5-)-methyltransferase homolog a ame: full= tiny fragments locus 9c protein	666	5	1.22E-68	76.60%
contig03354	---NA---	196	0		
contig03355	trm2a_mouse ame: full=trna (uracil-5-)-methyltransferase homolog a ame: full= tiny fragments locus 9c protein	312	5	7.55E-59	78.80%
contig03357	trm2a_human ame: full=trna (uracil-5-)-methyltransferase homolog a ame: full= tiny fragments locus 9c protein	230	5	1.05E-37	75.60%
contig03358	---NA---	157	0		
contig03359	trm2a_human ame: full=trna (uracil-5-)-methyltransferase homolog a ame: full= tiny fragments locus 9c protein	187	3	6.15E-37	85.33%
contig03360	trm2a_human ame: full=trna (uracil-5-)-methyltransferase homolog a ame: full= tiny fragments locus 9c protein	658	3	2.42E-127	73.67%
contig03361	---NA---	332	0		
contig03362	---NA---	301	0		
contig03363	---NA---	212	0		
contig03364	nde1_human ame: full=nuclear distribution protein nude homolog 1 short=	1071	5	0	89.20%
contig03366	myh11_human ame: full=myosin-11 ame: full=myosin heavy chain 11 ame: full=myosin heavy smooth muscle isoform ame: full=smmhc	140	5	4.83E-19	93.00%
contig03368	myh11_rabit ame: full=myosin-11 ame: full=myosin heavy chain 11 ame: full=myosin heavy smooth muscle isoform ame: full=smmhc	149	5	4.55E-18	90.60%
contig03370	myh11_human ame: full=myosin-11 ame: full=myosin heavy chain 11 ame: full=myosin heavy smooth muscle isoform ame: full=smmhc	109	5	1.20E-13	90.80%
contig03371	myh11_human ame: full=myosin-11 ame: full=myosin heavy chain 11 ame: full=myosin heavy smooth muscle isoform ame: full=smmhc	594	5	4.04E-115	93.80%
contig03372	---NA---	164	0		
contig03373	---NA---	333	0		
contig03374	---NA---	212	0		
contig03375	wap53_bovin ame: full=telomerase cajal body protein 1 ame: full=wd repeat-containing protein 79 ame: full=wd40 repeat-containing protein encoded by rna antisense to p53	612	4	8.24E-10	60.50%
contig03376	wap53_human ame: full=telomerase cajal body protein 1 ame: full=wd repeat-containing protein 79 ame: full=wd40 repeat-containing protein encoding rna antisense to p53	301	5	1.07E-58	90.20%
contig03379	---NA---	106	0		
contig03380	wap53_human ame: full=telomerase cajal body protein 1 ame: full=wd repeat-containing protein 79 ame: full=wd40 repeat-containing protein encoding rna antisense to p53	340	5	1.38E-67	92.60%
contig03381	wap53_rat ame: full=telomerase cajal body protein 1 ame: full=wd repeat-containing protein 79 ame: full=wd40 repeat-containing protein encoded by rna antisense to p53	107	5	9.15E-16	96.40%
contig03382	---NA---	142	0		
contig03383	wap53_human ame: full=telomerase cajal body protein 1 ame: full=wd repeat-containing protein 79 ame: full=wd40 repeat-containing protein encoding rna antisense to p53	125	1	6.79E-07	84.00%
contig03384	wap53_rat ame: full=telomerase cajal body protein 1 ame: full=wd repeat-containing protein 79 ame: full=wd40 repeat-containing protein encoded by rna antisense to p53	261	5	1.88E-20	79.60%
contig03385	---NA---	139	0		
contig03386	---NA---	328	0		
contig03388	---NA---	210	0		
contig03389	cmtd1_mouse ame: full=catechol o-methyltransferase domain-containing protein 1	279	5	2.64E-41	74.60%
contig03390	---NA---	118	0		
contig03391	cmtd1_mouse ame: full=catechol o-methyltransferase domain-containing protein 1	135	4	1.57E-22	85.75%
contig03392	---NA---	130	0		
contig03393	---NA---	100	0		
contig03394	cmtd1_human ame: full=catechol o-methyltransferase domain-containing protein 1	246	2	3.95E-22	89.00%
contig03396	---NA---	107	0		
contig03397	dmtf1_human ame: full=cyclin-d-binding myb-like transcription factor 1 short=hdmtf1 ame: full=cyclin-d-interacting myb-like protein 1 short=hdmp1	1087	4	1.84E-151	92.50%
contig03398	---NA---	170	0		
contig03399	dmtf1_mouse ame: full=cyclin-d-binding myb-like transcription factor 1 ame: full=cyclin-d-interacting myb-like protein 1 short=mdmp1	338	5	3.16E-73	88.40%
contig03401	dmtf1_rat ame: full=cyclin-d-binding myb-like transcription factor 1	455	4	2.40E-84	89.75%
contig03402	dmtf1_human ame: full=cyclin-d-binding myb-like transcription factor 1 short=hdmtf1 ame: full=cyclin-d-interacting myb-like protein 1 short=hdmp1	2335	5	2.66E-155	86.80%
contig03403	---NA---	937	0		
contig03404	tm243_bovin ame: full=transmembrane protein 243	463	2	1.80E-32	96.50%
contig03405	---NA---	269	0		
contig03406	---NA---	239	0		
contig03407	---NA---	177	0		
contig03408	pdli5_human ame: full=pdz and lim domain protein 5 ame: full=enigma homolog ame: full=enigma-like pdz and lim domains protein	2936	5	0	85.60%
contig03409	luc7l_human ame: full= rna-binding protein luc7-like 1 ame: full= sr protein luc7b1 ame: full=sr+89	1044	2	2.81E-12	88.50%
contig03410	---NA---	555	0		
contig03411	luc7l_human ame: full= rna-binding protein luc7-like 1 ame: full= sr protein luc7b1 ame: full=sr+89	471	5	3.86E-43	93.20%
contig03412	luc7l_human ame: full= rna-binding protein luc7-like 1 ame: full= sr protein luc7b1 ame: full=sr+89	449	5	1.11E-92	90.40%
contig03414	---NA---	853	0		
contig03415	---NA---	178	0		
contig03416	---NA---	205	0		
contig03417	ptgr2_ponab ame: full=prostaglandin reductase 2 short=prg-2 ame: full=15-oxoprostaglandin 13-reductase	1876	5	0	95.20%
contig03418	---NA---	209	0		
contig03419	saps3_human ame: full=serine threonine-protein phosphatase 6 regulatory subunit 3 ame: full=saps domain family member 3 ame: full=sporulation-induced transcript 4-associated protein sapl	1827	5	0	96.40%
contig03422	saps3_mouse ame: full=serine threonine-protein phosphatase 6 regulatory subunit 3 ame: full=saps domain family member 3	757	5	2.45E-142	92.20%
contig03423	saps3_human ame: full=serine threonine-protein phosphatase 6 regulatory subunit 3 ame: full=saps domain family member 3 ame: full=sporulation-induced transcript 4-associated protein sapl	116	2	7.52E-13	86.50%
contig03424	---NA---	582	0		
contig03425	---NA---	1520	0		
contig03426	---NA---	1902	0		
contig03427	---NA---	258	0		
contig03428	---NA---	409	0		
contig03429	---NA---	339	0		
contig03430	---NA---	378	0		
contig03431	ndor1_human ame: full=nadph-dependent diflavin oxidoreductase 1 ame: full=nadph-dependent fmn and fad-containing oxidoreductase ame: full=novel reductase 1	934	5	1.45E-166	74.40%
contig03433	ndor1_mouse ame: full=nadph-dependent diflavin oxidoreductase 1 ame: full=nadph-dependent fmn and fad-containing oxidoreductase	104	3	4.74E-13	90.00%
contig03434	ndor1_bovin ame: full=nadph-dependent diflavin oxidoreductase 1 ame: full=nadph-dependent fmn and fad-containing oxidoreductase	113	5	6.62E-15	90.60%
contig03435	---NA---	129	0		
contig03436	ndor1_human ame: full=nadph-dependent diflavin oxidoreductase 1 ame: full=nadph-dependent fmn and fad-containing oxidoreductase ame: full=novel reductase 1	264	5	4.09E-47	85.80%
contig03438	ndor1_mouse ame: full=nadph-dependent diflavin oxidoreductase 1 ame: full=nadph-dependent fmn and fad-containing oxidoreductase	904	5	7.72E-33	75.80%
contig03439	---NA---	184	0		
contig03440	---NA---	171	0		
contig03441	---NA---	280	0		
contig03443	---NA---	386	0		
contig03444	---NA---	100	0		
contig03446	---NA---	185	0		
contig03447	met17_human ame: full=methyltransferase-like protein mitochondrial ame: full=false p73 target gene protein ame: full=methyltransferase 11 domain-containing protein 1 ame: full=protein rsm22 mitochondrial flags: precursor	109	3	3.05E-15	96.00%
contig03448	---NA---	212	0		
contig03449	met17_mouse ame: full=methyltransferase-like protein mitochondrial ame: full=methyltransferase 11 domain-containing protein 1 ame: full=protein rsm22 mitochondrial flags: precursor	625	5	1.47E-92	73.20%
contig03450	met17_human ame: full=methyltransferase-like protein mitochondrial ame: full=false p73 target gene protein ame: full=methyltransferase 11 domain-containing protein 1 ame: full=protein rsm22 mitochondrial flags: precursor	157	3	6.33E-18	92.33%
contig03451	---NA---	365	0		
contig03452	tut4_mouse ame: full=terminal uridylyltransferase 4 short=tutase 4 ame: full=zinc finger cchc domain-containing protein 11	1899	5	0	75.40%
contig03453	tut4_mouse ame: full=terminal uridylyltransferase 4 short=tutase 4 ame: full=zinc finger cchc domain-containing protein 11	2291	5	0	79.20%
contig03454	---NA---	828	0		
contig03455	---NA---	183	0		
contig03456	tut4_human ame: full=terminal uridylyltransferase 4 short=tutase 4 ame: full=zinc finger cchc domain-containing protein 11	708	2	3.10E-107	95.00%
contig03458	---NA---	731	0		
contig03461	---NA---	157	0		
contig03462	---NA---	113	0		
contig03463	raf1_rat ame: full=raf proto-oncogene serine threonine-protein kinase ame: full=proto-oncogene c-raf short=craf ame: full=raf-1	1587	5	0	94.60%
contig03464	mil_avimh ame: full=serine threonine-protein kinase-transforming protein mil	224	5	1.91E-48	100.00%
contig03465	raf_msv36 ame: full=serine threonine-protein kinase-transforming protein raf	253	5	2.61E-54	99.20%
contig03467	raf_msv36 ame: full=serine threonine-protein kinase-transforming protein raf	2217	5	3.25E-52	99.60%
contig03468	mkrn2_human ame: full=probable e3 ubiquitin-protein ligase makorin-2 ame: full=ring finger protein 62	813	5	2.71E-152	81.00%
contig03469	---NA---	584	0		
contig03470	mkrn2_mouse ame: full=probable e3 ubiquitin-protein ligase makorin-2	196	5	2.99E-26	96.60%
contig03471	---NA---	791	0		
contig03472	---NA---	132	0		
contig03473	---NA---	247	0		
contig03474	---NA---	867	0		
contig03477	sltm_human ame: full=safb-like transcription modulator ame: full=modulator of estrogen-induced transcription	411	3	7.14E-72	89.67%
contig03478	sltm_human ame: full=safb-like transcription modulator ame: full=modulator of estrogen-induced transcription	839	5	3.41E-97	86.00%
contig03479	---NA---	182	0		
contig03480	sltm_human ame: full=safb-like transcription modulator ame: full=modulator of estrogen-induced transcription	1940	3	5.42E-132	83.00%
contig03482	sltm_human ame: full=safb-like transcription modulator ame: full=modulator of estrogen-induced transcription	411	5	1.12E-35	91.20%
contig03483	sltm_human ame: full=safb-like transcription modulator ame: full=modulator of estrogen-induced transcription	199	2	4.75E-17	83.50%
contig03485	phtf1_mouse ame: full= homeodomain transcription factor 1	1480	5	0	77.00%
contig03486	phtf1_human ame: full= homeodomain transcription factor 1	225	5	1.77E-26	76.20%
contig03487	phtf1_mouse ame: full= homeodomain transcription factor 1	402	5	8.82E-80	84.00%
contig03488	---NA---	449	0		
contig03491	---NA---	381	0		
contig03492	phtf1_mouse ame: full= homeodomain transcription factor 1	1909	5	6.16E-81	96.40%
contig03494	---NA---	872	0		
contig03495	---NA---	151	0		
contig03496	---NA---	414	0		
contig03498	K226L_BOVINRecName: Full=Uncharacterized protein KIAA0226-like	654	3	5.14E-25	53.67%
